301	6711
----- Node: 6711 Degree: 1
6974	6892
6974	6893
6974	127
6892	6893
6892	127
6893	127
----- Node: 6974 Degree: 3
27805	27802
27805	27806
27805	27801
27805	27807
27805	27804
27805	27803
27802	27806
27802	27801
27802	27807
27802	27804
27802	27803
27806	27801
27806	27807
27806	27804
27806	27803
27801	27807
27801	27804
27801	27803
27807	27804
27807	27803
27804	27803
----- Node: 27802 Degree: 6
24320	286
24320	24321
24320	13983
24320	24319
13983	13984
13983	4413
13983	2502
13983	2476
13983	2487
13983	24226
13983	24219
13983	24243
13983	24321
13983	2486
13983	24218
13983	828
13983	286
13983	24319
13983	4691
13983	279
13983	2473
2502	2476
2502	2487
2502	828
2502	286
2502	24319
2502	13984
2476	2486
2476	2487
2476	828
2476	286
2476	4691
2476	13984
2476	2473
2487	2486
2487	828
2487	286
2487	4413
2487	4691
2487	13984
2487	2473
24226	286
24226	24219
24219	286
24219	24243
24219	24218
13984	2486
13984	828
13984	286
13984	24319
13984	2473
24243	286
24243	24218
24321	286
24321	24319
2486	828
2486	286
2486	4413
2486	4691
2486	2473
24218	286
828	286
828	2473
286	4413
286	24319
286	4691
286	279
286	2473
4413	4691
4413	2473
4691	2473
----- Node: 13983 Degree: 18
33705	33704
33705	33742
33705	33706
33705	33743
33705	28494
33705	33707
33705	33747
28494	33742
28494	33707
33742	33743
33742	33707
33742	33706
33707	33706
33707	33743
33707	33704
33707	33748
33707	33747
33706	33704
33706	33743
----- Node: 33707 Degree: 8
22565	23406
22565	23407
22565	4755
22565	13883
22565	21401
23406	21401
23406	4755
23406	13883
23406	23407
23407	4755
23407	13883
23407	21401
21401	4755
21401	13883
4755	13883
----- Node: 23407 Degree: 5
23660	5222
23660	23639
23660	23661
23660	20297
23639	23661
23639	20297
23639	5222
23661	20297
23661	5222
20297	5222
----- Node: 23661 Degree: 4
13586	4655
13586	13587
----- Node: 13586 Degree: 2
1216	466
1216	4688
1216	4519
1216	1478
1216	913
1216	716
1216	1028
1216	1049
1216	1883
1216	319
1216	13162
1216	7105
1216	155
1216	478
1216	7144
1216	2774
1216	787
1216	136
1216	1528
1216	1140
1216	1691
1216	786
1216	448
1216	490
1216	4365
1216	273
1216	88
1216	1835
1216	1087
1216	2743
1216	4524
1216	489
1216	723
1216	326
2770	1821
2770	1836
2770	1737
2770	10183
2770	7270
2770	1843
2770	487
2770	109
2770	1028
2770	490
4688	1368
4688	1691
4688	486
4688	232
4688	490
4688	2975
4688	1028
4688	273
4688	817
4688	250
4688	714
4688	1827
4688	700
4688	195
4688	487
4688	929
1471	1566
1471	1371
1471	195
1471	75
1471	1478
1471	2055
1471	173
1471	250
1471	1558
1471	116
1471	714
1471	2924
1471	662
1471	136
1471	186
1471	2975
1471	786
1471	473
1471	490
1471	674
1471	194
1471	88
1471	2559
1471	319
1471	676
1471	300
1471	76
1471	929
1471	4694
1471	694
1471	4244
4703	1478
4703	477
4703	195
4703	4676
4703	7408
4703	490
4703	4616
4703	1049
4703	250
4703	7357
